CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,COUNCIL,COUNTY,PARISH,NGR,URL,Latitude,Longitude
128117,NB54NE 1,"Lewis, Tolsta Head","Boundary Dyke (Period Unassigned), Enclosure(S) (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5550 4710,http://canmore.org.uk/site/128117,58.34397567,6.179792883
128118,NB54NE 2,"Lewis, Tolsta Head",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5507 4674,http://canmore.org.uk/site/128118,58.34051111,6.18673601
128119,NB54NW 32,"Lewis, New Tolsta, Allt Na Muilne",Mill (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5330 4900,http://canmore.org.uk/site/128119,58.35976197,6.21930368
128120,NB54NW 33,"Lewis, New Tolsta, Allt Na Muilne",Mill (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5345 4913,http://canmore.org.uk/site/128120,58.36101078,6.216886382
128121,NB53SW 14,"Lewis, Upper Bayble",Building (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5340 3191,http://canmore.org.uk/site/128121,58.20674016,6.199402222
128122,NB53SW 15,"Lewis, Lower Bayble",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5197 3170,http://canmore.org.uk/site/128122,58.20405723,6.22344461
128123,NB53SW 16,"Lewis, Garrabost",Township (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5090 3310,http://canmore.org.uk/site/128123,58.21599382,6.243098176
128124,NB53SW 17,"Lewis, Druim Buidhe","Enclosure(S) (Period Unassigned), Township (Period Unassigned)(Possible)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5485 3375,http://canmore.org.uk/site/128124,58.22403069,6.176734289
128125,NB53SW 18,"Lewis, Druim Falaisg",Farmstead (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5429 3480,http://canmore.org.uk/site/128125,58.23312421,6.187352038
128126,NB53SW 19,"Lewis, Garrabost",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5066 3299,http://canmore.org.uk/site/128126,58.21487287,6.247053808
128127,NB53SW 20,"Lewis, Garrabost",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5063 3307,http://canmore.org.uk/site/128127,58.21557245,6.24764872
128128,NB53SW 21,"Lewis, Garrabost",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5053 3323,http://canmore.org.uk/site/128128,58.21694895,6.249517551
128129,NB53SE 30,"Lewis, Seisiadar","Head Dyke (Post Medieval), Mill(S) (Period Unassigned), Township (Period Unassigned), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5520 3410,http://canmore.org.uk/site/128129,58.22736044,6.171160305
128130,NB53SE 31,"Lewis, Seisiadar",Mill (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5575 3354,http://canmore.org.uk/site/128130,58.22264928,6.161232792
128131,NB53SE 32,"Lewis, Seisiadar",Mill (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5524 3358,http://canmore.org.uk/site/128131,58.22272465,6.169933685
128132,NB53SE 4,"Lewis, Bagh A' Tuath",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5555 3322,http://canmore.org.uk/site/128132,58.2196719,6.164292063
128133,NB53SE 5,"Lewis, Seisiader",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5549 3481,http://canmore.org.uk/site/128133,58.23388145,6.166982978
128134,NB53NE 3,"Lewis, Loch An Duin",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5552 3625,http://canmore.org.uk/site/128134,58.24679722,6.16798921
128135,NB53NE 4,"Lewis, Broker",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5580 3666,http://canmore.org.uk/site/128135,58.25062528,6.163663421
128136,NB53NE 5,"Lewis, Portnaguran",Enclosure(S) (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5592 3695,http://canmore.org.uk/site/128136,58.25328958,6.161929429
128137,NB53NE 6,"Lewis, Buaile Na Tobhta Glaise",Farmstead (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5561 3633,http://canmore.org.uk/site/128137,58.2475638,6.166544362
128138,NB53NE 7,"Lewis, Portnaguran","Head Dyke (Post Medieval), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5578 3729,http://canmore.org.uk/site/128138,58.25625756,6.164666262
128139,NB53NE 80,"Lewis, Aird","Head Dyke (Post Medieval), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5600 3600,http://canmore.org.uk/site/128139,58.24482403,6.159571419
128140,NB53NE 81,"Lewis, Aird",Enclosure(S) (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5587 3576,http://canmore.org.uk/site/128140,58.24260211,6.161527638
128141,NB53NE 82,"Lewis, Aird",Enclosure(S) (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5587 3640,http://canmore.org.uk/site/128141,58.24833508,6.162200566
128142,NB53NE 9,"Lewis, Portvoller","Head Dyke (Post Medieval), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5640 3660,http://canmore.org.uk/site/128142,58.25042022,6.153405444
128143,NB53SE 6,"Lewis, Seisiader",Structure(S) (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5564 3320,http://canmore.org.uk/site/128143,58.21954265,6.162743146
128175,NB55SW 29,"Lewis, Gleann Mor",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5135 5057,http://canmore.org.uk/site/128175,58.37272192,6.254230693
128177,NB55SW 31,"Lewis, Airigh A' Ghlinn Mhoir",Shieling Hut(S) (Post Medieval),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5167 5046,http://canmore.org.uk/site/128177,58.3719182,6.248656586
133158,NB53SW 101,"Lewis, Lower Bayble",Township (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 525 316,http://canmore.org.uk/site/133158,58.20345924,6.214345194
133159,NB53SW 102,"Lewis, Lower Bayble",Township (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 529 313,http://canmore.org.uk/site/133159,58.20099633,6.207239651
133160,NB53SW 103,"Lewis, Lower Bayble",Mill (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5226 3078,http://canmore.org.uk/site/133160,58.1959796,6.217545244
133161,NB53SW 104,"Lewis, Lower Bayble",Mill (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5267 3082,http://canmore.org.uk/site/133161,58.19656792,6.210632321
136174,NB33NW 22,"Lewis, Feadan Leitir",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3352 3552,http://canmore.org.uk/site/136174,58.22749954,6.540764295
136177,NB33NE 20,"Lewis, Loch Mor An Stairr","Building (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3970 3857,http://canmore.org.uk/site/136177,58.25850455,6.439283593
136178,NB33NE 22,"Lewis, Loch Mor An Stairr",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3960 3794,http://canmore.org.uk/site/136178,58.2528041,6.440275476
136179,NB33NE 23,"Lewis, Tom Nan Dearcag",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3771 3792,http://canmore.org.uk/site/136179,58.2515031,6.472355886
136180,NB33NE 24,"Lewis, Loch Nam Breac",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3807 3784,http://canmore.org.uk/site/136180,58.25100108,6.466150965
136190,NB33SW 16,"Allt A' Bhiorachain, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3261 3399,http://canmore.org.uk/site/136190,58.21325015,6.554449281
136191,NB33SE 22,"Loch A' Chlachain, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3680 3219,http://canmore.org.uk/site/136191,58.19965398,6.481325533
136202,NB33NW 40,"Allt Airigh Sgridhe, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3400 3738,http://canmore.org.uk/site/136202,58.24444272,6.534747306
136203,NB33NW 41,"Airigh Sgridhe, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3405 3780,http://canmore.org.uk/site/136203,58.2482333,6.53437931
136204,NB33NE 2,"Lewis, Airigh A' Chreagain",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3526 3537,http://canmore.org.uk/site/136204,58.22720521,6.511061347
136205,NB33NE 3,"Lewis, Airigh Garvaig",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3636 3548,http://canmore.org.uk/site/136205,58.22884954,6.492515917
136206,NB33NE 4,"Lewis, Airigh Lite",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3556 3672,http://canmore.org.uk/site/136206,58.23947275,6.507505772
136207,NB33NE 1,"Lewis, Loch Roisnavat",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3993 3951,http://canmore.org.uk/site/136207,58.26705774,6.436430187
136208,NB33NE 5,"Lewis, Airigh Philip",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3693 3672,http://canmore.org.uk/site/136208,58.24029305,6.484244449
136209,NB33NE 7,"Lewis, Gearraidh Airigh Bhradhad",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3576 3756,http://canmore.org.uk/site/136209,58.24711384,6.5050657
136210,NB33NE 6,"Lewis, Airigh Fhionlaidh",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3665 3704,http://canmore.org.uk/site/136210,58.24299097,6.48936151
136211,NB33NE 8,"Lewis, Allt Catriane",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3610 3800,http://canmore.org.uk/site/136211,58.25125736,6.499791839
136212,NB33NE 9,"Lewis, Lag A Bhainne",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3696 3894,http://canmore.org.uk/site/136212,58.26018864,6.486250725
136213,NB33NE 10,"Lewis, Ben Barvas",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3630 3930,http://canmore.org.uk/site/136213,58.26301705,6.497872479
136214,NB33NE 26,"Lewis, Loch Garvaig",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3717 3515,http://canmore.org.uk/site/136214,58.22637857,6.47839386
136215,NB33NE 25,"Lewis, Loch Garvaig",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3738 3522,http://canmore.org.uk/site/136215,58.22713054,6.474908573
136220,NB33SW 3,"Lewis, Loch Beag A' Chocair",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3428 3460,http://canmore.org.uk/site/136220,58.21972129,6.526814028
136221,NB33SW 4,"Lewis, Loch Beag A' Chocair",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3408 3469,http://canmore.org.uk/site/136221,58.2204065,6.530310619
136227,NB33NW 24,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3331 3568,http://canmore.org.uk/site/136227,58.22880503,6.544511949
136230,NB33NW 27,"Lewis, Airigh Leitir",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3440 3565,http://canmore.org.uk/site/136230,58.22919473,6.525977341
136231,NB33SE 16,"Sidhean Mor, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3824 3358,http://canmore.org.uk/site/136231,58.2129572,6.458465549
136232,NB33SE 17,"Skidegro, Lewis","Enclosure(S) (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3850 3450,http://canmore.org.uk/site/136232,58.22134943,6.455088229
136233,NB33SE 18,"Sidhean Mor, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3790 3345,http://canmore.org.uk/site/136233,58.21159118,6.464087818
136234,NB33SE 19,"Sidhean Mor, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3832 3344,http://canmore.org.uk/site/136234,58.21175108,6.456950739
136235,NB33SE 20,"Abhainn A' Ghlinn Mhoir, Lewis",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3889 3404,http://canmore.org.uk/site/136235,58.2174616,6.447953109
136236,NB33SE 21,"Ben Hulabie, Lewis",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3691 3447,http://canmore.org.uk/site/136236,58.22013473,6.482037438
136241,NB33SW 8,"Lewis, Allt A' Bhiorachain",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3242 3407,http://canmore.org.uk/site/136241,58.21385114,6.557764578
136244,NB33NE 12,"Lewis, Airigh Steinatotair",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3755 3609,http://canmore.org.uk/site/136244,58.23502185,6.473005389
136245,NB33NE 13,"Lewis, Creagan An Fheidh",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3900 3597,http://canmore.org.uk/site/136245,58.23480872,6.448253009
136246,NB33NE 14,"Lewis, Hogaraid","Enclosure(S) (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3955 3530,http://canmore.org.uk/site/136246,58.2291347,6.438164375
136247,NB33NE 15,"Lewis, Loch Nam Breac",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3814 3752,http://canmore.org.uk/site/136247,58.24817739,6.464601017
136248,NB33NE 16,"Lewis, Airigh Tom Nan Dearcag",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3738 3840,http://canmore.org.uk/site/136248,58.2556043,6.478504085
136249,NB33NE 17,"Lewis, Loch Na Cartach",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3774 3870,http://canmore.org.uk/site/136249,58.25850514,6.472727905
136250,NB33SW 5,"Lewis, Greeta River","Enclosure (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 32962 34634,http://canmore.org.uk/site/136250,58.2192293,6.549216935
136251,NB33SW 6,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3317 3418,http://canmore.org.uk/site/136251,58.21529049,6.545166826
136252,NB33SW 7,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3320 3387,http://canmore.org.uk/site/136252,58.21253314,6.544302375
136253,NB33NE 18,"Lewis, Abhainn Loch Na Cartach",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3823 3850,http://canmore.org.uk/site/136253,58.25700599,6.464177876
136254,NB33NE 19,"Lewis, Loch Mor An Stairr",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3887 3906,http://canmore.org.uk/site/136254,58.26240053,6.453935936
136255,NB33NE 21,"Lewis, Loch Mor An Stairr",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3953 3841,http://canmore.org.uk/site/136255,58.25697127,6.441992096
136256,NB33SE 10,"Lewis, Loch Mor A' Chocair",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3512 3453,http://canmore.org.uk/site/136256,58.21960006,6.512480534
136257,NB33SE 11,"Loch Mor A' Chocair, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3535 3438,http://canmore.org.uk/site/136257,58.21839514,6.50840701
136258,NB33SE 12,"Loch Vatandip, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3518 3358,http://canmore.org.uk/site/136258,58.21113014,6.510380952
136259,NB33SE 13,"Loch Vatandip, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3594 3368,http://canmore.org.uk/site/136259,58.21248127,6.497601019
136260,NB33SE 14,"Cnoc An Rathald, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3625 3389,http://canmore.org.uk/site/136260,58.21454711,6.492579683
136261,NB33SE 15,"Cnoc An Rathald, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3656 3389,http://canmore.org.uk/site/136261,58.21473243,6.487319931
136262,NB33NE 11,"Lewis, Lag A' Bhainne",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3681 3891,http://canmore.org.uk/site/136262,58.25983034,6.488765002
136263,NB33NW 1,"Lewis, Loch Nan Caorann",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3450 3940,http://canmore.org.uk/site/136263,58.2628302,6.528567811
136266,NB33SE 25,"Loch A' Bhuna, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3509 3060,http://canmore.org.uk/site/136266,58.18439437,6.508518804
136267,NB33SE 26,"Loch Druim Nan Sgorach, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3643 3088,http://canmore.org.uk/site/136267,58.18770354,6.486118903
136268,NB33SW 17,"Airigh A' Chreagain, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3482 3236,http://canmore.org.uk/site/136268,58.19999048,6.515098586
136269,NB33SE 27,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3530 3240,http://canmore.org.uk/site/136269,58.20063687,6.507003461
136270,NB33SW 18,"Loch An Ois, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3405 3239,http://canmore.org.uk/site/136270,58.1997956,6.528191385
136271,NB33SW 19,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3407 3180,http://canmore.org.uk/site/136271,58.19452518,6.527178709
136272,NB33SW 20,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3388 3186,http://canmore.org.uk/site/136272,58.19494784,6.530468964
136273,NB33SW 21,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3381 3167,http://canmore.org.uk/site/136273,58.19320449,6.531438873
136274,NB33SW 22,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3370 3200,http://canmore.org.uk/site/136274,58.19609271,6.533681165
136275,NB33SW 23,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3340 3209,http://canmore.org.uk/site/136275,58.19671735,6.538871257
136276,NB33SW 24,"Tomanach Dhubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3321 3205,http://canmore.org.uk/site/136276,58.1962444,6.542047325
136277,NB33SW 25,"Allt Ruadh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3347 3247,http://canmore.org.uk/site/136277,58.20016187,6.538119037
136278,NB33SW 26,"Gillebish, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3236 3264,http://canmore.org.uk/site/136278,58.20101193,6.557138389
136280,NB33SW 31,"Druim Gil Speireig, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3309 3146,http://canmore.org.uk/site/136280,58.19088946,6.54340635
136284,NB33SW 32,"Loch A' Bhuna, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3445 3063,http://canmore.org.uk/site/136284,58.18427847,6.519402182
136285,NB33NW 43,"Feadan Leitir, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3434 3609,http://canmore.org.uk/site/136285,58.23309807,6.527498711
136286,NB33NW 44,"Feadan Nan Sgrath, Lewis",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3410 3648,http://canmore.org.uk/site/136286,58.23644511,6.532019003
136287,NB33NW 45,"Feadan Nan Sgrath, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3435 3664,http://canmore.org.uk/site/136287,58.23802847,6.527957823
134935,NB43SW 33,"Lewis, Plasterfield",Building (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4402 3347,http://canmore.org.uk/site/134935,58.21536592,6.360264439
134936,NB43SW 34,"Lewis, Goathill Road",Building (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4319 3346,http://canmore.org.uk/site/134936,58.2147936,6.374338501
134937,NB43SW 35,"Lewis, Moss End",Township (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4370 3280,http://canmore.org.uk/site/134937,58.20917984,6.36495698
134938,NB43SW 36,"Lewis, Allt Ruadh",Farmstead (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4446 3375,http://canmore.org.uk/site/134938,58.21812876,6.353105042
134939,NB43SW 38,"Lewis, Home Farm",Building (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4473 3118,http://canmore.org.uk/site/134939,58.19526921,6.345704752
136310,NB34SE 30,"Lewis, Feadan Loch Gunna",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3990 4164,http://canmore.org.uk/site/136310,58.28611297,6.439331009
136426,NB44SW 26,"Sron Nam Fitheach, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4357 4273,http://canmore.org.uk/site/136426,58.29803017,6.378135617
136427,NB44SE 29,"Loch Ullavat A' Clith, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4559 4367,http://canmore.org.uk/site/136427,58.30762262,6.3448092
136428,NB44SE 30,"Loch Ullavat A' Deas, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4572 4284,http://canmore.org.uk/site/136428,58.30026476,6.341684688
136429,NB44SW 27,"Sron Nam Fitheach, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4359 4289,http://canmore.org.uk/site/136429,58.29947466,6.377972755
136430,NB44SE 31,"Feadan Caol, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4517 4266,http://canmore.org.uk/site/136430,58.29833413,6.350842549
136431,NB44SW 28,"Loch A' Ghainmhich, Lewis",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4225 4254,http://canmore.org.uk/site/136431,58.29555645,6.400375863
136549,NB44NE 21,"Lewis, Airiaghean Loch An Fheoir",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4857 4785,http://canmore.org.uk/site/136549,58.34677503,6.29865401
136550,NB44NE 22,"Lewis, Airiaghean A' Loch Mhoir Sgeireich",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4929 4772,http://canmore.org.uk/site/136550,58.34602293,6.286247549
136551,NB44NE 23,"Lewis, Loch Mor A' Ghobha",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4834 4715,http://canmore.org.uk/site/136551,58.34037392,6.301808206
136552,NB44NE 24,"Lewis, Airigh Choinnich",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4877 4674,http://canmore.org.uk/site/136552,58.3369484,6.294038156
